Key,Source,Context,Changes,English,French,German,Klingon,Spanish
flagstonePyramid,blocks,Block,New,Flagstone Pyramid,,,,
flagstoneRamp,blocks,Block,EnChanged,Flagstone Ramp,,,,
flagstoneStairs25,blocks,Block,KgNone,Flagstone Stairs,,,,
flagstoneStairs25CornerCNR,blocks,Block,New,Flagstone Stairs Corner,,,,
flagstoneStairs50,blocks,Block,New,flagstone Stairs 50,,,,
flagstoneWedge,blocks,Block,New,flagstone Wedge,,,,
flagstoneWedgeCNRInsideBottom,blocks,Block,New,Flagstone Wedge Inside Corner Bottom,,,,
flagstoneWedgeCNRInsideTop,blocks,Block,New,Flagstone Wedge Inside Corner Top,,,,
flagstoneWedgeIncline,blocks,Block,New,Flagstone Wedge Incline,,,,
flagstoneWedgeStairs,blocks,Block,New,Flagstone Wedge Stairs,,,,
flagstoneWedgeTip,blocks,Block,New,Flagstone Wedge Tip,,,,
flagstoneWedgeTipCNRFullBottom,blocks,Block,New,Flagstone Wedge Full Corner Bottom,,,,
flagstoneWedgeTipCNRFullTop,blocks,Block,New,Flagstone Wedge Full Corner Top,,,,
flagstoneWedgeTipStairs,blocks,Block,New,Flagstone Wedge Tip Stairs,,,,
flameTrap,blocks,Block,New,Flame Trap,,,,
flamingArrow,items,Ammo,EnChanged,Flaming Arrow (Ammo),,,,
flamingArrowDesc,items,Ammo,KgNone,Type: [decea3]Ammunition[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Ammunition Table[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nBow ammunition. Does the most damage by setting its victims on fire. Hold [decea3]Reload Button[-] to switch between ammo types.,,,,
flamingArrowSchematic,items,Book,KgNone,Flaming Arrow Schematic,,,,
flamingArrowSchematicDesc,items,Book,KgNone,Type: [decea3]Schematic[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Paper[-]\n\nLearn to craft flaming arrows by reading this schematic.,,,,
flannelShirtBlack,items,Clothes,New,Black Flannel Shirt,,,,
flannelShirtBlackDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flannelShirtBlue,items,Clothes,New,Blue Flannel Shirt,,,,
flannelShirtBlueDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flannelShirtBrown,items,Clothes,New,Brown Flannel Shirt,,,,
flannelShirtBrownDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flannelShirtGreen,items,Clothes,New,Green Flannel Shirt,,,,
flannelShirtGreenDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flannelShirtRed,items,Clothes,New,Red Flannel Shirt,,,,
flannelShirtRedDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flannelShirtWhite,items,Clothes,New,White Flannel Shirt,,,,
flannelShirtWhiteDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
flare,items,Gun,KgNone,Flare,,,,
flareDesc,items,Item,,Type: [decea3]Grenade[-] [4FFFBE](Uncommon)[-]\n\n,,,,
flashlight02,items,Item,KgNone,Flashlight,,,,
flashlight02Desc,items,Item,KgNone,Type: [decea3]Weapon Part[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nA flashlight can be used for a light source by toggling on your light source action. It can also be attached to most guns.,,,,
fletching,progression,Skill,,Fletching,,,,
fletchingDesc,progression,Skill,,Level 20 unlocks iron arrows/bolts. Level 30 unlocks steel arrows/bolts. Level 50 unlocks flaming arrows and explosive bolts. Increase your level by crafting arrows and bolts.,,,,
flour,items,Food,,Flour,,,,
flourDesc,items,Food,,"Flour is a key ingredient to making pies, biscuits and bread.",,,,
foodHoney,items,Food,KgNone,Jar of Honey,,,,
foodHoneyDesc,items,Food,KgNone,"Type: [decea3]Medicine[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Glass[-]\n\nHoney is one of mother nature's miracles, it restores stamina, gives wellness & can cure the first stage of an infection.",,,,
foodPoisoning,buffs,Buff,KgNone,Food Poisoning,,,,
foodPoisoningDesc,buffs,Buff,KgNone,You feel sick to your stomach.,,,,
foodPoisoningTooltip,buffs,Buff,KgNone,You feel sick to your stomach.,,,,
foodYuccaFruit,items,Food,KgNone,Yucca Fruit,,,,
foodYuccaFruitDesc,items,Food,EnChanged,Type: [decea3]Food Ingredient[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nYou can make Yucca Juice out of these.,,,,
foodYuccaJuice,items,Food,KgNone,Yucca Juice,,,,
foodYuccaJuiceDesc,items,Food,KgNone,"Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Glass[-]\n\nYucca juice can cool you, hydrate you, and give you the stamina of a sexual tyrannosaurus. ",,,,
footballHelmet,items,Clothes,KgNone,Football Helmet,,,,
footballHelmetBlack,items,Clothes,,Football Helmet Black,,,,
footballHelmetBlue,items,Clothes,,Football Helmet Blue,,,,
footballHelmetDesc,items,Clothes,KgNone,Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nGet great concussive & puncture defense & you can cheer for your favorite team as if organized football still existed.,,,,
footballHelmetGreen,items,Clothes,,Football Helmet Green,,,,
footballHelmetLime,items,Clothes,,Football Helmet Lime,,,,
footballHelmetRed,items,Clothes,,Football Helmet Red,,,,
footballHelmetZU,items,Clothes,New,ZU Football Helmet,,,,
footballHelmetZUDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\n,,,,
forearmLength,UI,Menu UMA,KgNone,Forearm Length,,,,
forearmWidth,UI,Menu UMA,KgNone,Forearm Width,,,,
foreheadPosition,UI,Menu UMA,KgNone,Forehead Position,,,,
foreheadSize,UI,Menu UMA,KgNone,Forehead Size,,,,
forestCNRCurb,blocks,Block,KgNone,Forest Corner Curb,,,,
forestCurb,blocks,Block,KgNone,Forest Curb,,,,
forestFlower,blocks,Block,New,Forest Flower,,,,
forestGround,blocks,Terrain,KgNone,Forest Ground,,,,
forestGroundDesc,blocks,Terrain,KgNone,Replace missing pieces of terrain in the proper shade of green.,,,,
forge,blocks,Workstation,KgNone,Forge,,,,
forgeActivate,UI,Use Prompt,KgNone,<{0}> to open forge,,,,
forgeCrucible,items,Item,New,Crucible,,,,
forgeCrucibleDesc,items,Item,New,Type: [decea3]Tool[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nUsed: [decea3]Forge[-]\nMaterial: [decea3]Stone[-]\n\nRequired tool to make auger blades in the forge.,,,,
forgeDesc,blocks,Workstation,EnChanged,Type: [decea3]Crafting Station[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Stone[-]\n\nUsed to smelt metals into tools and weapons. Unlock more recipes by adding additional tools.,,,,
forgedIron,items,Item,KgNone,Forged Iron,,,,
forgedIronDesc,items,Item,KgNone,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 5)[-]\nMaterial: [decea3]Iron[-]\n\nCrafted by shaping iron ingots to form flat forged iron pieces. Used in crafting, repairing and upgrading a variety of things.",,,,
forgedSteel,items,Item,KgNone,Forged Steel,,,,
forgedSteelDesc,items,Item,KgNone,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 8)[-]\nMaterial: [decea3]Iron[-]\n\nCrafted by shaping steel ingots to form flat forged steel pieces. Can be used to make some of the strongest items in the game.,,,,
forgeFuel,UI,Menu,KgNone,Fire burn time:,,,,
forgeFuelBurnTime,UI,Menu,KgNone,{0}:{1},,,,
forgeInputBrass,UI,Menu,KgNone,Brass,,,,
forgeInputClay,UI,Menu,KgNone,Clay,,,,
forgeInputCloth,UI,Menu,KgNone,Cloth,,,,
forgeInputGlass,UI,Menu,KgNone,Glass,,,,
forgeInputIron,UI,Menu,KgNone,Iron,,,,
forgeInputLead,UI,Menu,KgNone,Lead,,,,
forgeInputPlants,UI,Menu,KgNone,Plants,,,,
forgeInputStone,UI,Menu,KgNone,Stone,,,,
forgeInputTungsten,UI,Menu,KgNone,Tungsten,,,,
forgeInputType,UI,Menu,KgNone,{0},,,,
forgeInputTypePrefix,UI,Menu,KgNone,Material needed:,,,,
forgeInputWeight,UI,Menu,KgNone,Amount: {0},,,,
forgeMetalNeeded,UI,Menu,KgNone,Mold Capacity:,,,,
forgeMoldCapacity,UI,Menu,KgNone,Capacity: {0},,,,
forgeMoldTime,UI,Menu,KgNone,Time: {0}:{1},,,,
forgeOutputWeight,UI,Menu,KgNone,{0},,,,
fountain,blocks,Block,KgNone,Fountain,,,,
freezing,buffs,Buff,KgNone,Freezing,,,,
freezingDesc,buffs,Buff,KgNone,"You are freezing. Find clothing, take shelter or build a campfire. When you're freezing you will burn more calories.",,,,
freezingTooltip,buffs,Buff,KgNone,"You are freezing. Find clothing, take shelter or build a campfire.",,,,
freshAir,buffs,Buff,KgNone,Fresh Air,,,,
freshAirDesc,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
freshAirTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,
friendInviteAccepted,UI,Menu,EnChanged KgNone,Accepted friend request from {0}.,,,,
friendInviteAccepted2,UI,Menu,EnChanged KgNone,{0} accepted your friend request.,,,,
friendInviteDeclined,UI,Menu,EnChanged KgNone,Declined friend invite from {0}.,,,,
friendInviteDeclined2,UI,Menu,EnChanged KgNone,{0} declined your friend request.,,,,
friendInviteReceived,UI,Menu,EnChanged KgNone,Friend invite received from {0}.,,,,
friendRemoved,UI,Menu,EnChanged KgNone,{0} was removed from your friends list.,,,,
friendRemoved2,UI,Menu,EnChanged KgNone,{0} removed you from their friends list.,,,,
friendSentInvite,UI,Menu,EnChanged KgNone,Friend invite sent to {0}.,,,,
friendTracked,UI,Menu,KgNone,Tracking {0},,,,
friendUntracked,UI,Menu,KgNone,Not tracking {0} any more,,,,
fuelLog,items,Item,,Fuel Log,,,,
fuelLogDesc,items,Item,,This log is coated with special chemicals to prolong its burn time.,,,,
fullBuff,buffs,Buff,KgNone,Healing,,,,
fullBuffDesc,buffs,Buff,EnChanged,You are gaining health from the food you have eaten.,,,,
fullBuffTooltip,buffs,Buff,EnChanged,You are gaining health from the food you have eaten.,,,,
furnaceDrawer,blocks,Block,New,Furnace Door (No Loot),,,,
furnitureGroupDesc,blocks,Block,KgNone,Furniture can make your place look pretty but it usually has little defensive value.,,,,
fusebox,blocks,Block,KgNone,Fusebox,,,,
garageDoorMetal_v1,blocks,Block,KgNone,Gate T1,,,,
garageDoorMetal_v1Desc,blocks,Block,,"Type: [decea3]Decorative Block[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Iron[-]\n\nDoor, non craftable, non upgradable, acceptable to lockpicking. Will keep away unwanted from your belongings, at least for a while.",,,,
garageDoorMetal_v2,blocks,Block,KgNone,Gate T2,,,,
garageDoorMetal_v2Desc,blocks,Block,,"Type: [decea3]Decorative Block[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Iron[-]\n\nDoor, non craftable, non upgradable, acceptable to lockpicking. Will keep away unwanted from your belongings, at least for a while.",,,,
garageDoorMetal_v3,blocks,Block,KgNone,Gate T3,,,,
garageDoorMetal_v3Desc,blocks,Block,,"Type: [decea3]Decorative Block[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Iron[-]\n\nDoor, non craftable, non upgradable, acceptable to lockpicking. Will keep away unwanted from your belongings, at least for a while.",,,,
garageDoorMetalGroupDesc,blocks,Block,New,A wide Garage Door that can be locked,,,,
garbage_decor1,blocks,Block,KgNone,Garbage decor1,,,,
garbage_decor2,blocks,Block,KgNone,Garbage decor2,,,,
garbage_decor3,blocks,Block,KgNone,Garbage decor3,,,,
gardenToolsDesc,progression,Skill,,Gardening takes less stamina.,,,,
gardenToolsTitle,progression,Skill,,Garden Tools,,,,
gasCan,items,Item,KgNone,Gas Can,,,,
gasCanDesc,items,Item,KgNone,"Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Chemistry Station, Backpack[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Gasoline[-]\n\nGasoline fuel. Can be used to fuel powered tools and vehicles.",,,,
gasCanSchematic,items,Book,KgNone,Gas Can Schematic,,,,
gasCanSchematicDesc,items,Book,KgNone,Type: [decea3]Schematic[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nLearn how to craft gasoline by reading this schematic.,,,,
gasMask,items,Clothes,KgNone,Gasmask,,,,
gasMaskDesc,items,Clothes,KgNone,Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Iron[-]\n\nA gas mask provides a little face protection.,,,,
gearMechanism,items,Tool,,Gear Mechanism,,,,
gearMechanismDesc,items,Tool,,"These gears are required for making hidden doors, bridges, vaults and safes.",,,,
generatorbank,blocks,Electricity,New,Generator Bank,,,,
generatorbankDesc,blocks,Block,,Type: [decea3]Power Source[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Generator Bank (Level 1)[-]\nMaterial: [decea3]Iron[-]\n\nUsed to generate power for your electrical components. See Journal Tip for more info.,,,,
genericAmmoBox,items,Gun,,Ammo Supply Box,,,,
genericAmmoBoxDesc,items,Gun,,This box of munition can be used to get ammunition for your weapons,,,,
genericBlockDesc,blocks,Block,KgNone,A world decoration block,,,,
genericnobreakdown,Items,Item,kgNone, This will not break down destroy to pick back up,,,,
gijoe,progression,Perk,KgNone,G.I. Joe,,,,
gijoeDesc,progression,Perk,GrChanged,Your smg and assault rifle does more damage with every rank.,,,,
glassBulletproofBlock,blocks,Block,New,Bulletproof Glass Block,,,,
glassBulletproofCTRPlate,blocks,Block,New,Bulletproof Glass Plate Centered,,,,
glassBulletproofPlate,blocks,Block,New,Bulletproof Glass Plate,,,,
glassBulletproofPlateCurved,blocks,Block,New,Bulletproof Glass Curved Plate,,,,
glassBulletproofRamp,blocks,Block,New,Bulletproof Glass Ramp,,,,
glassBusinessBlock,blocks,Block,KgNone,Business Glass Block,,,,
glassBusinessCTRSheet,blocks,Block,KgNone,Business Glass Centered,,,,
glassBusinessPlate,blocks,Block,New,Business Glass Plate,,,,
glassBusinessPlateCurved,blocks,Block,New,Business Glass Curved Plate,,,,
glassBusinessSheet,blocks,Block,KgNone,Business Glass Pane,,,,
glassCTRSheet,blocks,Block,KgNone,Glass Pane,,,,
glassCTRSheetDesc,blocks,Block,,Type: [decea3]Decorative Block[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Forge[-]\nMaterial: [decea3]Glass[-]\n\nGlass is a wonderful invention that lets light in while keeping the cold wind out.,,,,
glassGroupDesc,blocks,Block,KgNone,Type: [decea3]Decorative Block[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Carpenters Table[-]\nMaterial: [decea3]Glass[-]\n\nGlass is a wonderful invention that lets light in while keeping the cold wind out.,,,,
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken01 Center Plate,,,,
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken02 Center Plate,,,,
glassIndustrial02CTRPlate,blocks,Block,KgNone,Industrial Glass 2 Centered,,,,
glassIndustrialCTRPlate,blocks,Block,KgNone,Industrial Glass Centered,,,,
glassShowerBlock,blocks,Block,KgNone,Shower Glass Block,,,,
glassShowerRamp,blocks,Block,New,Shower Glass Ramp,,,,
glue,items,Item,KgNone,Glue,,,,
glueDesc,items,Item,KgNone,"Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Campfire or Chemistry Station[-]\nMaterial: [decea3]Organic[-]\n\nGlue is useful for making your own duct tape. Can also be used to glue together wood, paper and other objects.",,,,
gluteusSize,UI,Menu UMA,KgNone,Gluteus Size,,,,
gmCreative,UI,Menu,KgNone,Creative,,,,
gmCreativeDesc,UI,Menu,KgNone,Creative mode,,,,
gmDeathmatch,UI,Menu,KgNone,Deathmatch,,,,
gmDeathmatchDesc,UI,Menu,KgNone,bla bla bla,,,,
gmEditWorld,UI,Menu,KgNone,Edit,,,,
gmEditWorldDesc,UI,Menu,KgNone,Edit world mode,,,,
gmSurvival,UI,Menu,KgNone,Survival,,,,
gmSurvivalDesc,UI,Menu,KgNone,The stock single player story driven campaign mode played in Navezgane.,,,,
gmSurvivalMP,UI,Menu,KgNone,Survival MP,,,,
gmSurvivalMPDesc,,Menu,KgNone,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,,,,
gmSurvivalPvP,UI,Menu,KgNone,Survival PvP,,,,
gmSurvivalSP,UI,Menu,KgNone,Survival SP,,,,
gmSurvivalSPDesc,,Menu,KgNone,::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,,,,
gmZombieDesc,UI,Menu,KgNone,blub blub blub,,,,
gmZombieHorde,UI,Menu,KgNone,Zombie Horde,,,,
goAchievementsDisabledPS4,UI,Menu,KgNone,Trophies Disabled,,,,
goAchievementsDisabledXB1,UI,Menu,KgNone,Achievements Disabled,,,,
goAirDropFrequency,UI,Menu,KgNone,Air Drops,,,,
goAirDropFrequencyDesc,UI,Menu,KgNone,How often supplies are air-dropped in game hours.,,,,
goAirDropValue,UI,Menu,KgNone,Every {0} day(s),,,,
goAirDropValues,UI,Menu,KgNone,Every {0} day(s),,,,
goAll,UI,Menu,KgNone,Everything,,,,
goBackpack,UI,Menu,KgNone,Backpack Only,,,,
goBlockDurability,UI,Menu,KgNone,Block Durability,,,,
goBlockDurabilityDesc,UI,Menu,KgNone,Modifies the hardness of every block in the world. If you increase hardness then you and zombies will do less damage to blocks and mining is slower.,,,,
goBlockDurabilityValue,UI,Menu,KgNone,{0}%,,,,
goBlockDurabilityValues,UI,Menu,KgNone,{0}%,,,,
goBloodMoonEnemyCount,UI,Menu,New,Blood Moon Count,,,,
goBloodMoonEnemyCountDesc,UI,Menu,New,This sets the number of zombies per player on blood moon hordes.,,,,
goBuildCreate,UI,Menu,KgNone,Cheat Mode:,,,,
goBuildCreateDesc,UI,Menu,KgNone,Sets if creative mode and tools are allowed.,,,,
goBuildCreateDescPS4,UI,Menu,KgNone,Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Trophies cannot be earned with this active.,,,,
goBuildCreateDescXB1,UI,Menu,KgNone,Sets if creative mode and tools are allowed. This is a permanent setting that cannot be changed once the game is created. Achievements cannot be earned with this active.,,,,
goCategoryAdvancedOptions,UI,Menu,KgNone,Modded Options,,,,
goCategoryGameOptions,UI,Menu,KgNone,Standard Options,,,,
goCategoryMultiplayer,UI,Menu,KgNone,Multiplayer,,,,
goCraftTimer,UI,Menu,KgNone,Craft Timer,,,,
goCraftTimerDesc,UI,Menu,KgNone,This is the amount of time that crafting items will take to craft items. Fast is double speed.,,,,
goDay,UI,Menu,KgNone,{0} Day,,,,
goDayCount,UI,Menu,KgNone,Match Length:,,,,
goDayCountDesc,UI,Menu,KgNone,Number of days per match.,,,,
goDayLength,UI,Menu,KgNone,24 Hour Cycle:,,,,
goDayLengthDesc,UI,Menu,EnChanged KgNone,How long it takes for 24 hours to pass in the game.,,,,
goDayLightLength,UI,Menu,KgNone,Daylight Length,,,,
goDayLightLengthDesc,UI,Menu,KgNone,How many hours the sun shines per day.,,,,
goDayLightLengthValue,UI,Menu,KgNone,{0},,,,
goDayLightLengthValues,UI,Menu,KgNone,{0},,,,
goDays,UI,Menu,KgNone,{0} Days,,,,
goDeleteAll,UI,Menu,KgNone,Delete All,,,,
goDifficulty,UI,Menu,KgNone,Difficulty Settings,,,,
goDifficulty1,UI,Menu,KgNone,Scavenger,,,,
goDifficulty2,UI,Menu,EnChanged FrChanged GrChanged SpChanged ,Adventurer,,,,
